workspace_id,task_type,instance_number,instance_id,metadata_path,workspace_path,difficulty,original_instance_id,revise_type,revise_type_name,diff_summary,source_revise_instance,domain,difficulty_level,explain_dimension,question
or_space_013_explain,explain,13,OR_explain_013,Workspace_OR/explain_workspaces/instance_13/metadata.json,Workspace_OR/explain_workspaces/instance_13/,,,,,,IndustryOR_13_revise_business,Production_Planning,Medium,Logical-Physical Alignment,"In the revised farm model, explain precisely why the optimal objective drops from 180000.0 to 150000.0 by tracing the business rule through the mathematical and code implementation. Your answer must name the exact code variables and constraint names (`y_corn`, `y_soybeans`, `corn_activation`, `soybeans_activation`, `mutual_exclusion_corn_soybeans`, `corn_min_supply`), the exact CSV parameter names and values used as big-M/profit inputs, and the business terms in the requirement document that these encode. Then use the LP-relaxation diagnostics to identify which constraints are binding and interpret the reported duals/slacks (especially `total_area`, `corn_min_supply`, `corn_activation`, `soybeans_activation`, and `mutual_exclusion_corn_soybeans`), including why the huge shadow price of `mutual_exclusion_corn_soybeans` in the relaxation cannot be linearly extrapolated to predict the true MIP objective change if that rule were relaxed by one unit."
or_space_014_explain,explain,14,OR_explain_014,Workspace_OR/explain_workspaces/instance_14/metadata.json,Workspace_OR/explain_workspaces/instance_14/,,,,,,IndustryOR_14_revise_business,Meal_Planning,Medium,Dual-Theory Soundness & State Interpretation,"Using the revised LP-relaxation output and the revised code/formulation, explain why the optimal objective drops from 123.8 in the original model to 58.0 in the revised model. Your answer must identify the exact revised decision variables and constraints that force the solution to use `lunch_0`, `lunch_5`, `lunch_7`, `dinner_0`, `dinner_5`, `dinner_7` (map the item indices back to exact `Item` names and cite the relevant CSV columns and parameter values such as `Protein_Content_per_100g`, `Type`, `min_vegetable_types=2`, `max_meal_units=3`, and the two exact 300g meal-balance equations). Then diagnose the LP state by naming at least one binding constraint family and one nonbinding global nutrition/budget family from solver output, interpret the corresponding slack/shadow-price business meaning, and explain why you cannot linearly extrapolate that marginal value to predict protein gains from relaxing meal-size or vegetable-count requirements in the integer model."
or_space_015_explain,explain,15,OR_explain_015,Workspace_OR/explain_workspaces/instance_15/metadata.json,Workspace_OR/explain_workspaces/instance_15/,,,,,,IndustryOR_15_revise_business,Production_Planning,Medium,Comparative Dynamics,"In the revised model, the optimal objective falls from 168.0 to 167.0 even though new carbon and repair-capacity restrictions were added. Explain exactly which added code variables and constraints make this possible, tracing them back to the business terms and the CSV fields they come from. Your answer must name the revised code variables `prebuy0`, `u[i]`, and `s[i]`, the capacity constraints on `y[i]` and `z[i]`, and the exact CSV columns/parameter names `tool_requirement`, `max_fast_stage`, `max_slow_stage`, `penalty_shortage`, and the emission-factor/carbon-budget fields; then, using the LP-relaxation diagnostics, identify at least one binding vs. nonbinding implication involving stage-demand satisfaction or end-of-horizon inventory, interpret the marginal value/shadow-price meaning in business terms, and explain why you cannot linearly extrapolate that marginal value to large changes once integrality and the new carbon/throughput caps start to switch the active regime."
or_space_016_explain,explain,16,OR_explain_016,Workspace_OR/explain_workspaces/instance_16/metadata.json,Workspace_OR/explain_workspaces/instance_16/,,,,,,IndustryOR_16_revise_business,Production_Planning,Medium,Logical-Physical Alignment,"In the revised model, explain exactly how the February “ordinary unloading slot / special receiving crew” business rule is implemented across the business brief, CSV data, code, and math formulation, and use the LP relaxation diagnostics to interpret its marginal value. Your answer must name the exact code variable `month2_bulk`, the exact constraint name `month2_bulk_receiving_trigger`, the exact CSV field names `month2_bulk_receiving_threshold` and `month2_bulk_receiving_fee`, and the parameter values 300 and 600; then explain why the LP relaxation shows `month2_bulk_receiving = 0.4`, binding slack 0, and dual value 1.2, but why that shadow-price-style interpretation cannot be linearly extrapolated to the integer optimum. Finally, compare the original and revised objectives (4100 vs 2800) and pinpoint which added objective terms and linkage constraints in `src/current_heuristic.py` caused the solution to switch from `purchase_1 = 300, purchase_2 = 500` to `purchase_1 = 0, purchase_2 = 300`, including the business motivation and the total 1300 Yuan impact."
or_space_017_explain,explain,17,OR_explain_017,Workspace_OR/explain_workspaces/instance_17/metadata.json,Workspace_OR/explain_workspaces/instance_17/,,,,,,IndustryOR_17_revise_business,Mission_Planning / Robust Bomb Allocation,Medium,Dual-Theory Soundness & State Interpretation,"In the revised model, explain why the objective drops from 0.5766 to 0.234 by tracing the exact code additions that enforce robustness, and map them back to the business statement that only one precommitted strike package may be launched under either fleet-availability outcome. Your answer must name the revised code variables/functions `xH[i]`, `xL[i]`, `robust_feasible`, `max_total_sorties`, `fuel_h_A`, and `fuel_h_B`, and cite the exact CSV fields/parameters `fuel_limit`, `max_sorties_A`, `max_sorties_B`, `scenario_prob_A`, `scenario_prob_B`, `sortie_fuel_overhead_A`, `sortie_fuel_overhead_B`, plus at least one `table_1.csv` column used in the fuel/probability calculations. Also, because the Gurobi record contains no actual constraint rows or duals, diagnose what can and cannot be concluded about binding constraints, shadow prices, and slack values here: identify which revised constraints are most likely binding at optimum from the observed state, give their business meaning, and explain why any claimed shadow price or linear extrapolation from this run would be theoretically unsound for this nonlinear exact-search implementation."
or_space_018_explain,explain,18,OR_explain_018,Workspace_OR/explain_workspaces/instance_18/metadata.json,Workspace_OR/explain_workspaces/instance_18/,,,,,,IndustryOR_18_revise_business,Production_Planning,Easy,Comparative Dynamics,"Explain precisely why the objective increases from 5.0 in the original model to 6.0 in the revised model by tracing the modeling changes from business language to code and data. Your answer must name the exact revised decision variables and constraints that replaced the original `overtime`/`Production_Time_Balance` structure, cite the exact CSV field names and the implied parameter values visible from the solution (including the day/night regular-hour split and overtime penalties), and use the revised solver duals/slacks to identify which constraints are binding and what their shadow prices mean in business terms. Also explain why you cannot linearly extrapolate the original model’s `Production_Time_Balance` dual value of -1.0 to predict the revised objective, even though total overtime remains 5 hours."
or_space_019_explain,explain,19,OR_explain_019,Workspace_OR/explain_workspaces/instance_19/metadata.json,Workspace_OR/explain_workspaces/instance_19/,,,,,,IndustryOR_19_revise_business,Production_Planning,Hard,Logical-Physical Alignment,"In the revised model, the objective increases from 4000.0 to 4150.0 even though the chosen quantity still comes entirely from manufacturer C. Trace exactly which new code variables and constraints force this change by linking the revised optimal solution (`orders_C_regular`, `y_C_regular`) back to the business brief and the parameter names in `general_parameters.csv`; name the exact CSV fields and the code expressions that add the extra cost. Then, using the LP relaxation diagnostics, identify which chair-total constraint is binding and its shadow price, explain the business meaning of that marginal value, and explain why you cannot linearly extrapolate that dual value to predict the full 150.0 revised-vs-original objective jump."
or_space_020_explain,explain,20,OR_explain_020,Workspace_OR/explain_workspaces/instance_20/metadata.json,Workspace_OR/explain_workspaces/instance_20/,,,,,,IndustryOR_20_revise_business,Production_Planning,Medium,Dual-Theory Soundness & State Interpretation,"Using the revised model, explain why the optimal integer plan switches from `x_car=118, x_blocks=1` in the original run to `x_car=0, x_blocks=60` in the revised run, and identify the exact code line(s) and business-rule text responsible for that change. Your explanation must trace the revised mutual-exclusion logic through the code variables `y_car`, `y_blocks`, the added constraint `y_car + y_blocks <= 1`, and the CSV parameters `profit_per_model_car=8`, `profit_per_building_blocks=12`, `plastic_per_model_car=10`, `plastic_per_building_blocks=20`, and `plastic_available=1200`. Then use the LP-relaxation output to name which revised constraints are binding and have nonzero dual values, interpret the business meaning of those shadow prices/slacks, and explain why you cannot linearly extrapolate the LP dual value of the plastic constraint to predict the actual MIP objective gain from adding more plastic under the revised integer model."
or_space_021_explain,explain,21,OR_explain_021,Workspace_OR/explain_workspaces/instance_21/metadata.json,Workspace_OR/explain_workspaces/instance_21/,,,,,,IndustryOR_21_revise_business,Procurement_Planning,Hard,Comparative Dynamics,"In the revised model, explain exactly why the objective increases from 15000 to 16750 by tracing the new business rule through the implementation and the data. You must identify the precise added code variables and constraints responsible for the increase, name the exact `general_parameters.csv` fields and values they use, and connect them to the business brief terms “shared receiving desk,” “Supplier C's comfort band,” and the existing B-to-C dependency; then use the LP-relaxation shadow prices/slacks to state which revised constraints are binding and what their marginal values mean in business terms. Finally, explain why you cannot linearly extrapolate the LP dual information to claim the next 15 tables would cost exactly the same marginal amount in the integer revised model, citing the relevant binary/integer variables and the fixed-fee trigger."
or_space_022_explain,explain,22,OR_explain_022,Workspace_OR/explain_workspaces/instance_22/metadata.json,Workspace_OR/explain_workspaces/instance_22/,,,,,,IndustryOR_22_revise_business,Production_Planning,Medium,Logical-Physical Alignment,"In the revised model, explain why the optimizer stops exactly at `x['A1'] = 3000` instead of pushing A1 above that level, even though A1 has positive unit margin in `table_1.csv`. Trace the full logical-physical chain by naming the exact code variables (`x['A1']`, `watch`, `deep`, `excess` / their solver names), the exact CSV fields and parameter values from `general_parameters.csv` and `table_1.csv`, and the business brief terms they implement. Then use the LP-relaxation diagnostics to identify which revised constraints are binding at that solution, interpret the shadow prices/slacks of the production-days limit and the excess/watch gate, and compare against the original model to pinpoint the exact code additions that caused the objective to fall from 156483.0 to about 156000.0; quantify that drop using the displaced product mix and explain why the dual-based marginal value cannot be linearly extrapolated once `a1_watch_threshold` is crossed."
or_space_023_explain,explain,23,OR_explain_023,Workspace_OR/explain_workspaces/instance_23/metadata.json,Workspace_OR/explain_workspaces/instance_23/,,,,,,IndustryOR_23_revise_business,Production_Planning,Medium,Dual-Theory Soundness & State Interpretation,"Using the revised LP relaxation diagnostics and the integer solution, explain why `q_2_0`/`y_2` (Casual Cloth in the regular segment) replaces the original model’s mix of `x_0` and `x_2`, and identify exactly which code additions caused the objective to increase from 21500.0 to 24000.0. Your answer must name the revised variables and constraints (`q[i][seg]`, `y[i]`, `labor_capacity`, at least one of `max_reg_prod_link_2` or `min_batch_2`), trace them to the exact CSV columns/parameters (`Selling Price`, `Variable Cost`, `Labor per unit`, `available_labor`, `fixed_cost_casual_clothes`, `segment_regular_discount`, `max_prod_casual_clothes`), and interpret the LP shadow prices/slacks: why does `labor_capacity` have positive dual value while promo-cap constraints have zero dual value, and why can’t you linearly extrapolate the LP marginal values to the MIP if labor is increased by 1 unit?"
or_space_024_explain,explain,24,OR_explain_024,Workspace_OR/explain_workspaces/instance_24/metadata.json,Workspace_OR/explain_workspaces/instance_24/,,,,,,IndustryOR_24_revise_business,Transportation_Planning,Medium,Comparative Dynamics,"In the revised model, explain exactly why the optimal objective drops from 1000 to 800 even though the business brief adds destination-by-day structure and a new gate rule. Trace the change through the code by naming the original variable/constraint (`x_truck`, `Min_Truck_Trips`) and the revised replacements (`x_truck[sp][d]`, `Min_Total_Truck_Trips`, `z_mode[sp][d]` / `exclusive_mode_sp`), and tie them to the exact `general_parameters.csv` fields and values, especially `min_truck_trips` and `max_total_pollution`, plus the sales-point share fields. Then use the LP-relaxation diagnostics to identify which original and revised constraints are binding or slack, interpret the shadow price on the truck-minimum constraint in business terms, and explain why that marginal value cannot be linearly extrapolated after the revision with the binary mode gate and per-sales-point/day structure."
or_space_025_explain,explain,25,OR_explain_025,Workspace_OR/explain_workspaces/instance_25/metadata.json,Workspace_OR/explain_workspaces/instance_25/,,,,,,IndustryOR_25_revise_business,investment_planning,Easy,Logical-Physical Alignment,"In the revised model, explain precisely why the original objective 510000 drops to 472200 by tracing the year-0 two-year product through the business brief, `general_parameters.csv`, `src/current_heuristic.py`, and `src/formulation.tex`. Your answer must name the exact code variables and CSV fields that implement the statement that the year-0 two-year investment settles after the year-2 reinvestment cut-off, identify which revised solver constraints are binding versus slack (including `_C3` and `_C5`), interpret their dual values in business terms, and quantify the objective impact relative to the original model with specific coefficients/amounts. Also explain why using the dual/shadow price of `_C5` or `_C3` to linearly extrapolate a large policy change in `max_option2_start` or the late-settlement rule would be invalid here."
or_space_026_explain,explain,26,OR_explain_026,Workspace_OR/explain_workspaces/instance_26/metadata.json,Workspace_OR/explain_workspaces/instance_26/,,,,,,IndustryOR_26_revise_business,Workforce_Scheduling,Hard,Dual-Theory Soundness & State Interpretation,"In the revised model, explain why the objective drops from 53.0 to 51.2 by tracing the exact code additions relative to the original model: name the new variable arrays, the modified objective expression, and the two new constraint families, then connect each to the business terms in `business_requirement.md` and the exact parameter rows in `general_parameters.csv` (`full_time_cost=1.0`, `part_time_cost=0.7`, `part_time_cap_per_period=6`, and `min_full_time_per_period`). Using the revised LP relaxation and MIP outputs, analyze period 4 (`Time_Period = 18:00-22:00`): identify which of `demand_4`, `pt_cap_4`, and `ft_min_4` are binding or slack, cite the relevant slack and dual/shadow-price values, and interpret the business meaning of the marginal value of increasing `Required_Salespeople` in that period by one. Finally, quantify why a naive linear extrapolation from the LP dual for `demand_4` can fail for the integer model, using the actual MIP solution values of `xFT_3`, `xFT_4`, `xPT_4` (and any adjacent variables you need) to show the role of integrality and cross-period coupling."
or_space_027_explain,explain,27,OR_explain_027,Workspace_OR/explain_workspaces/instance_27/metadata.json,Workspace_OR/explain_workspaces/instance_27/,,,,,,IndustryOR_27_revise_business,Production_Planning,Medium,Comparative Dynamics,"In the revised model, explain why the optimal objective drops from 1146.5665 to 568.4220 by tracing the exact code changes that implement the business brief’s “gate” and “shared skilled-operator desk.” Your answer must name the new decision variable `z_B2`, the new constraints `b2_activation_link` and `shared_labor_pool`, and connect them to the exact `general_parameters.csv` fields `b2_activation_fee`, `shared_labor_hours`, and at least one `labor_coeff_*`, plus the `table_1.csv` columns used in the B2 linkage and labor accounting. Then use the revised LP-relaxation duals/slacks to identify which constraints are binding, interpret the shadow price of `shared_labor_pool` and `b2_activation_link` in business terms, and explain why that marginal interpretation cannot be linearly extrapolated to predict the full MIP objective change once B2 is switched off in the integer optimum."
or_space_028_explain,explain,28,OR_explain_028,Workspace_OR/explain_workspaces/instance_28/metadata.json,Workspace_OR/explain_workspaces/instance_28/,,,,,,IndustryOR_28_revise_business,Investment_Planning,Easy,Logical-Physical Alignment,"In the revised model, explain precisely why the optimal plan drops the year-1 special investment while still using the year-2 and year-3 special channels, and why you cannot infer the same conclusion by linearly extrapolating LP shadow prices to the integer-fee model. Your answer must trace the year-1 channel from the business term “fixed management fee” to the exact CSV parameter names and values, then to the code variables `b1` and `y_b1`, the unnamed big-M constraint `b1 <= inv_limit_y1 * y_b1` (reported as `_C1`), and the objective term `- fee_y1 * y_b1`; compare this with the original model’s use of `b1` and quantify how these exact code additions produce the objective drop from 580000.0 to 553400.0. Also use the LP-relaxation diagnostics to identify which constraints are binding and state the economic meaning of the dual values for `Year1_budget` and `_C1`, including why the fractional `y_b1 = 0.8888888888888887` makes naive marginal-value extrapolation invalid for the final MIP solution."
or_space_029_explain,explain,29,OR_explain_029,Workspace_OR/explain_workspaces/instance_29/metadata.json,Workspace_OR/explain_workspaces/instance_29/,,,,,,IndustryOR_29_revise_business,Workforce_Placement,Hard,Dual-Theory Soundness & State Interpretation,"In the revised model, use `src/current_heuristic.py`, `src/formulation.tex`, and the revised LP-relaxation output to diagnose which business rule is actually limiting the maximum `dual_match_count = 5500`. Identify one binding demand or supply relation and one nonbinding relation by naming the exact code expression/variable(s), the exact CSV columns and parameter value(s) they come from, and the corresponding business term in `docs/business_requirement.md`; then explain the business meaning of the marginal value using at least one reported reduced cost or zero-slack assignment pattern from the LP relaxation. Finally, compare original vs revised and pinpoint the exact code additions/deletions that changed the objective from minimizing `d3_minus2` to maximizing `dual_match_count`, and explain why you cannot linearly extrapolate that a +1 change in `priority_2_target` or a single-demand-cell `Demand` value would change the 5500 objective by a constant amount."
or_space_030_explain,explain,30,OR_explain_030,Workspace_OR/explain_workspaces/instance_30/metadata.json,Workspace_OR/explain_workspaces/instance_30/,,,,,,IndustryOR_30_revise_business,Diet_Optimization,Easy,Comparative Dynamics,"In the revised model, explain precisely why the objective rises from 32.43589743589744 to 35.0 by tracing the new logic from the business document’s Feed 4/Feed 5 incompatibility to the exact code additions `y4`, `y5`, and `M = 100000`, and then to the mathematical constraints in `src/formulation.tex`. Using the CSV columns `Protein_g`, `Minerals_g`, `Vitamins_mg`, and `Price_Y_per_kg` plus the requirement parameters `min_protein_requirement = 700`, `min_minerals_requirement = 30`, and `min_vitamins_requirement = 100`, identify which original constraints were binding and their dual values, what their business shadow-price meaning was, and why those LP marginal values cannot be linearly extrapolated to predict the revised MIP optimum after enforcing `y4 + y5 <= 1`. Your answer must name the exact revised active solution variables and quantify the cost increase with the specific feed amounts and constraint references."
or_space_031_explain,explain,31,OR_explain_031,Workspace_OR/explain_workspaces/instance_31/metadata.json,Workspace_OR/explain_workspaces/instance_31/,,,,,,IndustryOR_31_revise_business,Production_Planning,Easy,Logical-Physical Alignment,"In the revised model, explain why the objective drops from 1190.57 to 670.57 even though the positive production variables `x_A1_I`, `x_A2_I`, `x_A2_II`, `x_A2_III`, `x_B1_II`, `x_B2_I`, `x_B2_III`, and `x_B3_I` remain numerically unchanged from the original solution. Your answer must trace the exact code additions `y[e]` and `joint_calibration` back to the CSV fields `Fixed_Setup_Cost`, `Effective_Machine_Hours`, and `A2_B2_joint_calibration_fee`, name the specific business brief terms they implement, and quantify the full 519.84 objective change using exact parameter values. Then use the LP-relaxation diagnostics to identify which of `capacity_B1` and `activation_B1` is carrying the marginal value, interpret the shadow price/slack economically, and explain why that dual-based linear extrapolation is not valid for asking “what if B1 were not activated” in the integer revised model."
or_space_032_explain,explain,32,OR_explain_032,Workspace_OR/explain_workspaces/instance_32/metadata.json,Workspace_OR/explain_workspaces/instance_32/,,,,,,IndustryOR_32_revise_business,Production_Planning,Medium,Dual-Theory Soundness & State Interpretation,"Using the revised model’s LP-relaxation diagnostics together with the original model’s dual report, explain which specific constraints are economically binding and how their marginal values should be interpreted in business terms. You must trace at least one revised shift-level restriction from the business brief (“day/night staffing calendar”, “limited overtime”, or “no more than two workshops should be active in the same shift”) to the exact code variable names and CSV parameter names/values that implement it, and contrast that with one original binding constraint such as `Capacity_D` or `Min_component_3` using its reported slack and `dual_value`. Finally, identify the exact code/model additions that changed the objective from maximizing `z` to minimizing penalties over `x_reg[(w,c,s)]`, `x_ot[(w,c,s)]`, and `shortfall`, quantify the objective change from 2924.1379 to 90.3379, and explain why one cannot linearly extrapolate the LP-relaxation shadow prices to the final MIP schedule."
or_space_033_explain,explain,33,OR_explain_033,Workspace_OR/explain_workspaces/instance_33/metadata.json,Workspace_OR/explain_workspaces/instance_33/,,,,,,IndustryOR_33_revise_business,Inheritance_Split / Binary Allocation,Easy,Comparative Dynamics,"In the revised model, explain why the objective drops from 1000.0 in the original run to 200.0 even though the final total-ownership imbalance is still `diff_total = 1000.0`. Your answer must name the exact new code variables and constraint families that make this possible—especially the immediate/deferred split (`x_immediate_s1[i]`, `x_immediate_s2[i]`, `x_deferred[i]`), the weighted objective variable `tax_weighted_diff`, and at least one of the new business-rule constraints tied to `son1_min_share`, `max_high_value_items_per_son`, or `deferred_diamonds_per_son`—and trace each back to the exact `general_parameters.csv` field names and the `table_1.csv` columns used to instantiate them. Also use the solver diagnostics to identify which imbalance component is binding in the revised optimum, interpret the marginal meaning of the LP-relaxation reduced costs/duals for `diff_immediate` and `diff_total`, and explain why you cannot linearly extrapolate those marginal values to predict the MIP objective change under tighter share or diamond limits."
or_space_034_explain,explain,34,OR_explain_034,Workspace_OR/explain_workspaces/instance_34/metadata.json,Workspace_OR/explain_workspaces/instance_34/,,,,,,IndustryOR_34_revise_business,Container_Loading,Easy,Logical-Physical Alignment,"In the revised model, explain exactly how the business statement “any container carrying Goods E has a reduced maximum weight capacity of 45 tons” is implemented from document to CSV to code to math, and why this change raises the optimal objective from 7 to 8 containers. Your answer must name the revised code variables and constraints involved (including the new binary and the modified capacity row), the exact CSV column names and parameter values used, and at least one concrete revised solution variable showing a container with E present. Then, using the LP-relaxation diagnostics, discuss which revised constraints are binding versus slack for an E-container, what the shadow-price interpretation would mean in business terms for tightening/relaxing the fragile-E capacity or the D-minimum rule, and why a linear marginal extrapolation from the LP relaxation cannot be trusted to predict the integer objective beyond a local change."
or_space_035_explain,explain,35,OR_explain_035,Workspace_OR/explain_workspaces/instance_35/metadata.json,Workspace_OR/explain_workspaces/instance_35/,,,,,,IndustryOR_35_revise_business,Scheduling,Hard,Dual-Theory Soundness & State Interpretation,"Using the revised model only, explain why the LP relaxation can report a feasible objective 32.747162426614494 while the MIP solve is infeasible, and identify one binding/active mechanism from the relaxation and one hard integrality-driven conflict from the integer model. Your answer must trace the exact start variable family `x[(b,v,t)]` and active indicator family `y[(v,t)]` back to the business terms and the CSV inputs, explicitly naming the columns `Vat_2_Time`, `planning_horizon_T`, `peak_energy_cap`, `peak_energy_multiplier`, and the rounded processing times for at least batches 2 and 3 on Vat 2. Also interpret the business meaning of the shadow price of the peak-energy-cap constraint (or, if its dual value is unavailable in the integer solve, the LP-relaxation marginal meaning), state what zero slack would mean, and explain why that marginal value cannot be linearly extrapolated to large policy changes such as relaxing the Vat 2 outage or changing the cap by several units; finally, compare to the original model and pinpoint the exact code/model additions that caused the objective to move from 14.1 to 34.75."
or_space_036_explain,explain,36,OR_explain_036,Workspace_OR/explain_workspaces/instance_36/metadata.json,Workspace_OR/explain_workspaces/instance_36/,,,,,,IndustryOR_36_revise_business,Vehicle_Routing_with_Time_Windows,Medium,Comparative Dynamics,"In the revised model, explain exactly why the objective increases from 175.37 to 297.04 by tracing the code changes that implement the low-emission-zone policy. Your answer must name the new decision variable and constant term added to the objective (`y[i]` and `z_force`), identify the exact CSV columns and parameter that drive them (`Outsource_Cost`, `Mandatory_External`, `inhouse_truck_limit=3`), and connect them to the business document statement that customers 12 and 16 must be removed from in-house routing. Then, using the LP-relaxation diagnostics, discuss which revised truck-limit constraint(s) are likely binding, what their shadow prices/slacks mean in business terms, and why you cannot linearly extrapolate that marginal value to predict the effect of allowing a 4th in-house truck in the integer model."
or_space_037_explain,explain,37,OR_explain_037,Workspace_OR/explain_workspaces/instance_37/metadata.json,Workspace_OR/explain_workspaces/instance_37/,,,,,,IndustryOR_37_revise_business,Production_Planning,Medium,Logical-Physical Alignment,"Using the revised model only, trace the business owner’s “recovery rule” for Process I from the business brief into the exact code and data fields, and identify which unnamed solver constraints in `TwoWeekRecovery.lp_relaxation.json` correspond to (i) the week-1 fatigue trigger and (ii) the week-2 Process I capacity with recovery loss. Your answer must name the exact code variables (`otI[1]`, `otI[2]`, `recI`, `xB[2]`/etc.), the exact CSV parameter names and values involved, and explain why the LP relaxation shows `_C7` and `_C9` binding with dual value 25 while `recovery_I = 0`, even though `_C1` and `_C3` also bind with dual 75. Then compare original vs revised: pinpoint the exact objective-code addition that causes the objective definition to change from 11250 to 23500, quantify the 12250 change using the reported variable values, and explain why it is invalid to linearly extrapolate the LP shadow price on `_C7` or `_C9` to claim that every extra hour of week-1 overtime threshold or week-2 overtime would always add exactly 25 dollars of net profit."
or_space_038_explain,explain,38,OR_explain_038,Workspace_OR/explain_workspaces/instance_38/metadata.json,Workspace_OR/explain_workspaces/instance_38/,,,,,,IndustryOR_38_revise_business,Scheduling,Medium,Dual-Theory Soundness & State Interpretation,"Using the revised model only, explain why the objective rises from 14.0 in the original enumeration model to 16.7 in the revised MILP, and identify the exact code additions responsible. Your answer must trace the value of `overtime_used[0]` and `machine1_overtime_review` back to the CSV fields `Machine_1`, `time_window_1`, `overtime_penalty_per_unit`, `machine1_overtime_review_threshold`, and `machine1_overtime_review_fee`, showing the numeric decomposition of the extra 2.7 objective units relative to the original `T=14`. Then use the LP relaxation diagnostics to name at least one binding constraint (zero slack) and one nonbinding constraint, interpret the shadow price/business meaning of a positive dual on an overtime-capacity or review-trigger relation if present, and explain why the LP marginal values cannot be linearly extrapolated to the integer optimum once `machine1_overtime_review` switches from 0.3333 in the relaxation to 1.0 in the MIP."
or_space_039_explain,explain,39,OR_explain_039,Workspace_OR/explain_workspaces/instance_39/metadata.json,Workspace_OR/explain_workspaces/instance_39/,,,,,,IndustryOR_39_revise_business,Transportation_Planning,Hard,Comparative Dynamics,"Explain why the revised model’s objective increased from 600 to 670 even though the LP relaxation still has objective 640 and zero leasing in the solver diagnostics. Your answer must trace the business ‘gate’ requirement to the exact revised code variables and constraints—specifically identify how `method_active[(m,p)]`, `leasing_used`, and `trips[(m,p)]` implement the revised business rules using named CSV fields such as `demand_peak_units`, `demand_offpeak_units`, `leasing_pollution_per_unit`, and `leasing_fixed_pollution`, and relate them to the notation in `src/formulation.tex` (e.g., \(x_{m,p}, y_{m,p}, z\)). Also identify which LP-relaxation constraints are binding with nonzero shadow prices, interpret those marginal values in business terms, and explain why you cannot linearly extrapolate from the LP duals to recover the 70-unit objective increase in the integer optimum."
or_space_040_explain,explain,40,OR_explain_040,Workspace_OR/explain_workspaces/instance_40/metadata.json,Workspace_OR/explain_workspaces/instance_40/,,,,,,IndustryOR_40_revise_business,Production_Planning,Easy,Logical-Physical Alignment,"In the revised model, explain why `imp_electronics` and `imp_plastic` are positive while `L_ot = 0`, even though the business brief explicitly allows overtime labor. Your answer must trace the logic from the revised solver output back to the exact code variables/constraints (`imp[c]`, `L_ot`, `Labor_Balance`, and at least one `Domestic_Demand_*` constraint), then to the literal CSV field names `import_quota`, `import_premium_ratio`, `overtime_cap`, `overtime_wage`, `labor_force`, and the relevant `*_price` / `*_labor_requirement` / `*_requirement` fields described in `src/formulation.tex`. Also compare original vs revised: identify the exact code additions that changed the objective from 36288567.037 to 37617279.762, state which revised constraints are binding from their slack/dual values, interpret the business meaning of those shadow prices, and explain why using the `Labor_Balance` dual to linearly extrapolate the value of increasing labor would fail once overtime or import caps begin to switch status."
or_space_041_explain,explain,41,OR_explain_041,Workspace_OR/explain_workspaces/instance_41/metadata.json,Workspace_OR/explain_workspaces/instance_41/,,,,,,IndustryOR_41_revise_business,Investment_Planning,Easy,Dual-Theory Soundness & State Interpretation,"Using the revised model’s solver record, explain why the objective drops from 964640.0 to 948640.0 even though the shadow prices on `Year1_Budget` and `Year2_Budget` are unchanged. You must trace the new business rule from `docs/business_requirement.md` to the exact CSV fields `liquidity_policy.csv[Parameter_Name, Value]`, then to the code variables `reserve_y3` and `shortfall` and constraints `Year3_Cash_Balance` and `Shortfall_Definition` (you may also reference `src/formulation.tex` symbols `y` and `s`). Identify which revised constraints are binding from the reported slack values, interpret the dual values 1.2 and -0.2 in business terms, and explain why a linear extrapolation of the -0.2 shadow price cannot be trusted for arbitrarily increasing the required reserve beyond 80000 yuan."
or_space_042_explain,explain,42,OR_explain_042,Workspace_OR/explain_workspaces/instance_42/metadata.json,Workspace_OR/explain_workspaces/instance_42/,,,,,,IndustryOR_42_revise_business,Production_Planning,Easy,Comparative Dynamics,"The objective rises from 150.0 in the original model to 160.0 in the revised model even though the revised optimal production still uses only off-peak method-1 batches. Trace that +10 change to the exact revised code additions: identify the new variable names and objective terms that cause it, and map each one back to the exact CSV field names and the business brief phrases about a ""gate"" and the furnace ""cooldown burden."" Then use the solver records to explain which constraints are binding versus slack in the revised LP relaxation and MIP solution—specifically `Min_Production`, `Offpeak_Activation_Link_1`, `Offpeak_Activation_Link_2`, and `Offpeak_Cooldown_i`—including the reported slack/dual values where available, the business meaning of those marginal values, and why you cannot linearly extrapolate the LP-relaxation shadow-price logic to predict the integer revised optimum when off-peak batches on one furnace cross the threshold 2."
